# format: as|source|type
# date: 20210401
# name: as2type
# exe: type-convert-amogh.pl
# files: 20210401.merged.class.txt
# types: Content|Enterprise|Transit/Access
60968|CAIDA_class|Enterprise
60969|peerDB_class|Content
60970|CAIDA_class|Transit/Access
60971|CAIDA_class|Enterprise
60972|CAIDA_class|Enterprise
60973|CAIDA_class|Enterprise
60974|CAIDA_class|Transit/Access
60975|peerDB_class|Content
60976|CAIDA_class|Content
60977|CAIDA_class|Transit/Access
60979|peerDB_class|Enterprise
60980|CAIDA_class|Transit/Access
60981|CAIDA_class|Transit/Access
60982|CAIDA_class|Transit/Access
60983|peerDB_class|Transit/Access
60985|CAIDA_class|Enterprise
60986|CAIDA_class|Transit/Access
60988|CAIDA_class|Transit/Access
60989|peerDB_class|Transit/Access
60990|CAIDA_class|Enterprise
60991|peerDB_class|Transit/Access
60992|CAIDA_class|Enterprise
60993|CAIDA_class|Transit/Access
60994|CAIDA_class|Transit/Access
60996|CAIDA_class|Enterprise
60997|CAIDA_class|Transit/Access
60999|CAIDA_class|Transit/Access
61000|CAIDA_class|Transit/Access
61001|CAIDA_class|Transit/Access
61002|CAIDA_class|Transit/Access
61003|peerDB_class|Content
61005|CAIDA_class|Transit/Access
61006|CAIDA_class|Transit/Access
61007|CAIDA_class|Transit/Access
61009|CAIDA_class|Enterprise
61010|CAIDA_class|Transit/Access
61011|CAIDA_class|Enterprise
61012|peerDB_class|Content
61013|CAIDA_class|Transit/Access
61015|CAIDA_class|Transit/Access
61016|CAIDA_class|Transit/Access
61018|CAIDA_class|Transit/Access
61019|CAIDA_class|Transit/Access
61021|CAIDA_class|Transit/Access
61022|CAIDA_class|Enterprise
61023|CAIDA_class|Transit/Access
61025|CAIDA_class|Transit/Access
61026|peerDB_class|Transit/Access
61029|peerDB_class|Content
61031|peerDB_class|Transit/Access
61032|CAIDA_class|Transit/Access
61033|CAIDA_class|Enterprise
61034|CAIDA_class|Transit/Access
61035|CAIDA_class|Enterprise
61037|CAIDA_class|Transit/Access
61039|CAIDA_class|Enterprise
61040|CAIDA_class|Transit/Access
61041|CAIDA_class|Enterprise
61042|CAIDA_class|Transit/Access
61043|CAIDA_class|Transit/Access
61044|peerDB_class|Content
61046|CAIDA_class|Enterprise
61047|CAIDA_class|Enterprise
61048|CAIDA_class|Transit/Access
61049|peerDB_class|Transit/Access
61050|CAIDA_class|Enterprise
61052|CAIDA_class|Enterprise
61053|CAIDA_class|Transit/Access
61054|CAIDA_class|Transit/Access
61055|CAIDA_class|Content
61056|peerDB_class|Transit/Access
61058|CAIDA_class|Enterprise
61059|CAIDA_class|Transit/Access
61060|CAIDA_class|Transit/Access
61062|CAIDA_class|Transit/Access
61063|CAIDA_class|Transit/Access
61064|peerDB_class|Transit/Access
61066|CAIDA_class|Enterprise
61068|CAIDA_class|Transit/Access
61069|CAIDA_class|Transit/Access
61071|CAIDA_class|Transit/Access
61072|CAIDA_class|Enterprise
61074|CAIDA_class|Transit/Access
61077|CAIDA_class|Enterprise
61078|CAIDA_class|Transit/Access
61079|CAIDA_class|Transit/Access
61081|peerDB_class|Transit/Access
61082|CAIDA_class|Enterprise
61083|CAIDA_class|Transit/Access
61084|peerDB_class|Enterprise
61086|CAIDA_class|Transit/Access
61089|CAIDA_class|Transit/Access
61090|CAIDA_class|Transit/Access
61091|CAIDA_class|Enterprise
61092|peerDB_class|Transit/Access
61094|peerDB_class|Transit/Access
61096|CAIDA_class|Enterprise
61097|CAIDA_class|Transit/Access
61098|peerDB_class|Content
61101|CAIDA_class|Enterprise
61102|peerDB_class|Transit/Access
61106|CAIDA_class|Enterprise
61107|CAIDA_class|Transit/Access
61108|CAIDA_class|Transit/Access
61109|CAIDA_class|Transit/Access
61110|CAIDA_class|Transit/Access
61111|CAIDA_class|Enterprise
61112|CAIDA_class|Enterprise
61114|CAIDA_class|Enterprise
61115|CAIDA_class|Content
61116|CAIDA_class|Transit/Access
61117|CAIDA_class|Enterprise
61118|CAIDA_class|Transit/Access
61120|CAIDA_class|Transit/Access
61121|peerDB_class|Transit/Access
61123|CAIDA_class|Enterprise
61124|peerDB_class|Transit/Access
61127|CAIDA_class|Transit/Access
61128|CAIDA_class|Transit/Access
61129|CAIDA_class|Enterprise
61130|CAIDA_class|Transit/Access
61131|CAIDA_class|Enterprise
61132|CAIDA_class|Transit/Access
61134|peerDB_class|Transit/Access
61135|peerDB_class|Enterprise
61136|CAIDA_class|Enterprise
61137|CAIDA_class|Enterprise
61138|peerDB_class|Content
61139|CAIDA_class|Transit/Access
61140|CAIDA_class|Enterprise
61141|CAIDA_class|Enterprise
61143|CAIDA_class|Transit/Access
61144|CAIDA_class|Transit/Access
61145|peerDB_class|Transit/Access
61146|CAIDA_class|Transit/Access
61147|CAIDA_class|Transit/Access
61148|CAIDA_class|Enterprise
61149|CAIDA_class|Enterprise
61151|CAIDA_class|Content
61152|CAIDA_class|Transit/Access
61153|CAIDA_class|Transit/Access
61154|peerDB_class|Content
61155|CAIDA_class|Transit/Access
61156|CAIDA_class|Transit/Access
61157|peerDB_class|Content
61160|CAIDA_class|Transit/Access
61161|CAIDA_class|Transit/Access
61163|peerDB_class|Transit/Access
61165|CAIDA_class|Transit/Access
61166|CAIDA_class|Enterprise
61167|CAIDA_class|Enterprise
61168|CAIDA_class|Content
61169|CAIDA_class|Transit/Access
61170|CAIDA_class|Enterprise
61171|CAIDA_class|Transit/Access
61172|CAIDA_class|Transit/Access
61173|CAIDA_class|Content
61174|CAIDA_class|Transit/Access
61176|CAIDA_class|Enterprise
61177|CAIDA_class|Transit/Access
61178|CAIDA_class|Transit/Access
61179|CAIDA_class|Transit/Access
61181|CAIDA_class|Transit/Access
61183|CAIDA_class|Transit/Access
61185|CAIDA_class|Transit/Access
61186|peerDB_class|Content
61187|CAIDA_class|Enterprise
61188|CAIDA_class|Enterprise
61189|peerDB_class|Content
61191|CAIDA_class|Enterprise
61193|CAIDA_class|Enterprise
61194|peerDB_class|Content
61196|CAIDA_class|Transit/Access
61197|CAIDA_class|Enterprise
61198|peerDB_class|Transit/Access
61200|CAIDA_class|Transit/Access
61201|CAIDA_class|Enterprise
61203|peerDB_class|Transit/Access
61204|CAIDA_class|Transit/Access
61205|CAIDA_class|Transit/Access
61206|CAIDA_class|Transit/Access
61207|CAIDA_class|Content
61208|CAIDA_class|Transit/Access
61209|CAIDA_class|Enterprise
61211|peerDB_class|Transit/Access
61212|CAIDA_class|Transit/Access
61213|peerDB_class|Enterprise
61215|peerDB_class|Transit/Access
61216|CAIDA_class|Enterprise
61217|CAIDA_class|Transit/Access
61218|peerDB_class|Transit/Access
61220|CAIDA_class|Enterprise
61221|CAIDA_class|Transit/Access
61223|CAIDA_class|Transit/Access
61224|CAIDA_class|Transit/Access
61225|CAIDA_class|Enterprise
61226|CAIDA_class|Transit/Access
61227|CAIDA_class|Transit/Access
61228|CAIDA_class|Content
61230|CAIDA_class|Enterprise
61231|peerDB_class|Transit/Access
61232|CAIDA_class|Enterprise
61233|CAIDA_class|Transit/Access
61234|CAIDA_class|Transit/Access
61235|CAIDA_class|Enterprise
61236|CAIDA_class|Content
61237|CAIDA_class|Content
61239|CAIDA_class|Content
61240|CAIDA_class|Transit/Access
61241|CAIDA_class|Transit/Access
61242|peerDB_class|Transit/Access
61243|CAIDA_class|Enterprise
61244|peerDB_class|Transit/Access
61246|CAIDA_class|Enterprise
61247|CAIDA_class|Transit/Access
61248|CAIDA_class|Enterprise
61249|CAIDA_class|Enterprise
61250|CAIDA_class|Enterprise
61251|CAIDA_class|Content
61256|CAIDA_class|Transit/Access
61257|CAIDA_class|Enterprise
61259|CAIDA_class|Enterprise
61261|CAIDA_class|Enterprise
61262|CAIDA_class|Transit/Access
61264|CAIDA_class|Enterprise
61265|CAIDA_class|Enterprise
61266|CAIDA_class|Transit/Access
61268|CAIDA_class|Enterprise
61270|CAIDA_class|Enterprise
61272|CAIDA_class|Content
61273|CAIDA_class|Transit/Access
61275|peerDB_class|Transit/Access
61276|CAIDA_class|Content
61277|CAIDA_class|Enterprise
61278|CAIDA_class|Enterprise
61279|CAIDA_class|Transit/Access
61280|CAIDA_class|Transit/Access
61281|CAIDA_class|Enterprise
61282|CAIDA_class|Transit/Access
61283|peerDB_class|Enterprise
61285|CAIDA_class|Enterprise
61287|peerDB_class|Transit/Access
61288|CAIDA_class|Transit/Access
61289|CAIDA_class|Transit/Access
61290|peerDB_class|Transit/Access
61291|CAIDA_class|Enterprise
61292|peerDB_class|Transit/Access
61293|CAIDA_class|Enterprise
61294|CAIDA_class|Enterprise
61295|CAIDA_class|Transit/Access
61296|peerDB_class|Transit/Access
61297|CAIDA_class|Transit/Access
61299|CAIDA_class|Transit/Access
61301|CAIDA_class|Enterprise
61303|CAIDA_class|Content
61306|CAIDA_class|Enterprise
61307|peerDB_class|Transit/Access
61308|CAIDA_class|Transit/Access
61310|CAIDA_class|Enterprise
61311|CAIDA_class|Transit/Access
61312|CAIDA_class|Transit/Access
61313|CAIDA_class|Enterprise
61314|CAIDA_class|Transit/Access
61315|CAIDA_class|Transit/Access
61316|CAIDA_class|Transit/Access
61317|peerDB_class|Content
61318|CAIDA_class|Enterprise
61319|peerDB_class|Enterprise
61320|CAIDA_class|Enterprise
61321|CAIDA_class|Enterprise
61322|CAIDA_class|Enterprise
61323|peerDB_class|Content
61325|CAIDA_class|Transit/Access
61326|CAIDA_class|Enterprise
61327|peerDB_class|Transit/Access
61328|CAIDA_class|Enterprise
61329|CAIDA_class|Transit/Access
61331|CAIDA_class|Transit/Access
61332|CAIDA_class|Enterprise
61333|CAIDA_class|Transit/Access
61334|CAIDA_class|Enterprise
61335|CAIDA_class|Enterprise
61337|peerDB_class|Transit/Access
61338|CAIDA_class|Enterprise
61340|CAIDA_class|Transit/Access
61341|CAIDA_class|Transit/Access
61343|CAIDA_class|Transit/Access
61344|CAIDA_class|Transit/Access
61345|CAIDA_class|Transit/Access
61346|CAIDA_class|Enterprise
61347|CAIDA_class|Enterprise
61348|CAIDA_class|Enterprise
61349|peerDB_class|Enterprise
61351|CAIDA_class|Transit/Access
61352|CAIDA_class|Enterprise
61353|CAIDA_class|Transit/Access
61354|CAIDA_class|Content
61355|CAIDA_class|Enterprise
61357|CAIDA_class|Transit/Access
61358|CAIDA_class|Enterprise
61360|CAIDA_class|Transit/Access
61362|CAIDA_class|Enterprise
61363|peerDB_class|Enterprise
61364|CAIDA_class|Transit/Access
61365|CAIDA_class|Transit/Access
61367|CAIDA_class|Transit/Access
61368|CAIDA_class|Transit/Access
61369|CAIDA_class|Transit/Access
61370|CAIDA_class|Enterprise
61371|CAIDA_class|Enterprise
61372|CAIDA_class|Transit/Access
61373|CAIDA_class|Transit/Access
61375|CAIDA_class|Enterprise
61377|CAIDA_class|Transit/Access
61378|CAIDA_class|Transit/Access
61380|CAIDA_class|Transit/Access
61381|peerDB_class|Transit/Access
61382|CAIDA_class|Transit/Access
61383|CAIDA_class|Enterprise
61384|CAIDA_class|Enterprise
61386|CAIDA_class|Enterprise
61389|CAIDA_class|Transit/Access
61390|CAIDA_class|Transit/Access
61391|CAIDA_class|Transit/Access
61392|CAIDA_class|Enterprise
61394|CAIDA_class|Transit/Access
61395|CAIDA_class|Transit/Access
61396|CAIDA_class|Transit/Access
61397|peerDB_class|Transit/Access
61399|CAIDA_class|Transit/Access
61400|CAIDA_class|Transit/Access
61402|CAIDA_class|Enterprise
61404|CAIDA_class|Transit/Access
61405|CAIDA_class|Transit/Access
61406|CAIDA_class|Transit/Access
61407|CAIDA_class|Transit/Access
61408|CAIDA_class|Transit/Access
61410|CAIDA_class|Enterprise
61411|CAIDA_class|Enterprise
61413|CAIDA_class|Enterprise
61415|CAIDA_class|Transit/Access
61416|CAIDA_class|Enterprise
61417|CAIDA_class|Transit/Access
61418|CAIDA_class|Content
61419|peerDB_class|Transit/Access
61420|CAIDA_class|Enterprise
61423|peerDB_class|Transit/Access
61424|CAIDA_class|Transit/Access
61425|CAIDA_class|Transit/Access
61428|CAIDA_class|Transit/Access
61429|CAIDA_class|Transit/Access
61430|peerDB_class|Transit/Access
61431|CAIDA_class|Transit/Access
61433|CAIDA_class|Transit/Access
61434|CAIDA_class|Enterprise
61435|CAIDA_class|Enterprise
61436|CAIDA_class|Enterprise
61437|CAIDA_class|Transit/Access
61438|CAIDA_class|Transit/Access
61441|CAIDA_class|Transit/Access
61442|CAIDA_class|Enterprise
61443|CAIDA_class|Enterprise
61444|CAIDA_class|Transit/Access
61447|CAIDA_class|Transit/Access
61449|peerDB_class|Transit/Access
61451|CAIDA_class|Content
61452|CAIDA_class|Transit/Access
61453|CAIDA_class|Enterprise
61455|CAIDA_class|Transit/Access
61456|peerDB_class|Transit/Access
61457|CAIDA_class|Enterprise
61458|CAIDA_class|Transit/Access
61460|CAIDA_class|Transit/Access
61461|peerDB_class|Transit/Access
61463|CAIDA_class|Enterprise
61464|CAIDA_class|Enterprise
61465|CAIDA_class|Enterprise
61466|peerDB_class|Transit/Access
61467|CAIDA_class|Enterprise
61468|CAIDA_class|Transit/Access
61470|peerDB_class|Transit/Access
61471|CAIDA_class|Transit/Access
61473|CAIDA_class|Enterprise
61475|CAIDA_class|Enterprise
61478|peerDB_class|Transit/Access
61479|CAIDA_class|Enterprise
61480|CAIDA_class|Enterprise
61481|CAIDA_class|Transit/Access
61482|CAIDA_class|Transit/Access
61483|CAIDA_class|Transit/Access
61484|CAIDA_class|Transit/Access
61486|CAIDA_class|Enterprise
61487|peerDB_class|Transit/Access
61488|CAIDA_class|Transit/Access
61490|CAIDA_class|Transit/Access
61491|CAIDA_class|Transit/Access
61492|CAIDA_class|Enterprise
61493|peerDB_class|Content
61494|CAIDA_class|Transit/Access
61495|CAIDA_class|Transit/Access
61496|CAIDA_class|Enterprise
61497|CAIDA_class|Transit/Access
61498|CAIDA_class|Transit/Access
61499|CAIDA_class|Transit/Access
61500|CAIDA_class|Transit/Access
61502|CAIDA_class|Enterprise
61503|peerDB_class|Transit/Access
61504|CAIDA_class|Enterprise
61506|CAIDA_class|Enterprise
61507|CAIDA_class|Enterprise
61508|peerDB_class|Transit/Access
61509|CAIDA_class|Transit/Access
61510|peerDB_class|Transit/Access
61512|peerDB_class|Transit/Access
61513|CAIDA_class|Enterprise
61514|CAIDA_class|Transit/Access
61517|CAIDA_class|Transit/Access
61519|CAIDA_class|Transit/Access
61520|CAIDA_class|Transit/Access
61521|CAIDA_class|Enterprise
61522|CAIDA_class|Transit/Access
61523|CAIDA_class|Transit/Access
61526|CAIDA_class|Transit/Access
61527|CAIDA_class|Transit/Access
61553|CAIDA_class|Enterprise
61554|CAIDA_class|Transit/Access
61568|peerDB_class|Transit/Access
61569|CAIDA_class|Transit/Access
61570|peerDB_class|Transit/Access
61571|peerDB_class|Enterprise
61572|CAIDA_class|Transit/Access
61573|peerDB_class|Transit/Access
61574|CAIDA_class|Transit/Access
61577|peerDB_class|Transit/Access
61578|CAIDA_class|Transit/Access
61579|peerDB_class|Transit/Access
61580|CAIDA_class|Transit/Access
61581|peerDB_class|Transit/Access
61582|peerDB_class|Transit/Access
61583|peerDB_class|Transit/Access
61584|peerDB_class|Transit/Access
61585|CAIDA_class|Enterprise
61586|peerDB_class|Transit/Access
61587|peerDB_class|Transit/Access
61588|peerDB_class|Transit/Access
61589|peerDB_class|Transit/Access
61590|CAIDA_class|Transit/Access
61591|peerDB_class|Transit/Access
61592|CAIDA_class|Transit/Access
61593|CAIDA_class|Transit/Access
61594|CAIDA_class|Enterprise
61595|peerDB_class|Transit/Access
61596|CAIDA_class|Transit/Access
61597|peerDB_class|Transit/Access
61598|peerDB_class|Transit/Access
61599|peerDB_class|Transit/Access
61601|CAIDA_class|Transit/Access
61602|peerDB_class|Transit/Access
61603|CAIDA_class|Transit/Access
61604|peerDB_class|Transit/Access
61605|peerDB_class|Transit/Access
61632|peerDB_class|Transit/Access
61633|peerDB_class|Transit/Access
61634|CAIDA_class|Transit/Access
61635|CAIDA_class|Transit/Access
61636|CAIDA_class|Transit/Access
61637|CAIDA_class|Transit/Access
61638|CAIDA_class|Transit/Access
61639|CAIDA_class|Transit/Access
61641|CAIDA_class|Transit/Access
61642|CAIDA_class|Transit/Access
61644|CAIDA_class|Transit/Access
61645|CAIDA_class|Transit/Access
61646|peerDB_class|Transit/Access
61648|peerDB_class|Transit/Access
61649|CAIDA_class|Transit/Access
61650|peerDB_class|Transit/Access
61651|peerDB_class|Transit/Access
61652|peerDB_class|Content
61653|CAIDA_class|Transit/Access
61654|CAIDA_class|Transit/Access
61655|CAIDA_class|Transit/Access
61656|peerDB_class|Enterprise
61657|CAIDA_class|Transit/Access
61658|CAIDA_class|Transit/Access
61659|peerDB_class|Transit/Access
61660|CAIDA_class|Transit/Access
61662|CAIDA_class|Transit/Access
61663|CAIDA_class|Transit/Access
61664|CAIDA_class|Transit/Access
61665|peerDB_class|Transit/Access
61666|peerDB_class|Transit/Access
61667|CAIDA_class|Transit/Access
61668|peerDB_class|Transit/Access
61669|CAIDA_class|Transit/Access
61670|CAIDA_class|Transit/Access
61671|CAIDA_class|Transit/Access
61672|CAIDA_class|Transit/Access
61673|CAIDA_class|Transit/Access
61674|CAIDA_class|Transit/Access
61675|CAIDA_class|Transit/Access
61676|CAIDA_class|Transit/Access
61677|CAIDA_class|Transit/Access
61678|peerDB_class|Transit/Access
61680|peerDB_class|Transit/Access
61681|CAIDA_class|Transit/Access
61683|peerDB_class|Transit/Access
61684|peerDB_class|Transit/Access
61685|CAIDA_class|Transit/Access
61686|peerDB_class|Transit/Access
61687|CAIDA_class|Transit/Access
61688|peerDB_class|Transit/Access
61689|peerDB_class|Transit/Access
61690|CAIDA_class|Transit/Access
61691|CAIDA_class|Transit/Access
61692|CAIDA_class|Transit/Access
61693|peerDB_class|Transit/Access
61694|CAIDA_class|Transit/Access
61696|peerDB_class|Transit/Access
61697|CAIDA_class|Transit/Access
61698|CAIDA_class|Transit/Access
61699|peerDB_class|Transit/Access
61700|CAIDA_class|Transit/Access
61701|CAIDA_class|Transit/Access
61702|peerDB_class|Transit/Access
61703|CAIDA_class|Transit/Access
61704|peerDB_class|Transit/Access
61705|CAIDA_class|Transit/Access
61706|CAIDA_class|Transit/Access
61707|CAIDA_class|Transit/Access
61708|CAIDA_class|Transit/Access
61709|peerDB_class|Transit/Access
61710|CAIDA_class|Transit/Access
61711|CAIDA_class|Transit/Access
61712|peerDB_class|Transit/Access
61713|CAIDA_class|Transit/Access
61714|CAIDA_class|Transit/Access
61715|CAIDA_class|Transit/Access
61716|CAIDA_class|Transit/Access
61717|peerDB_class|Transit/Access
61718|CAIDA_class|Transit/Access
61719|CAIDA_class|Transit/Access
61720|CAIDA_class|Transit/Access
61721|peerDB_class|Enterprise
61722|CAIDA_class|Transit/Access
61723|CAIDA_class|Transit/Access
61724|CAIDA_class|Transit/Access
61725|CAIDA_class|Transit/Access
61726|peerDB_class|Transit/Access
61727|CAIDA_class|Transit/Access
61728|CAIDA_class|Transit/Access
61729|peerDB_class|Transit/Access
61730|peerDB_class|Transit/Access
61731|CAIDA_class|Transit/Access
61732|peerDB_class|Transit/Access
61734|CAIDA_class|Transit/Access
61735|CAIDA_class|Transit/Access
61737|peerDB_class|Transit/Access
61738|CAIDA_class|Transit/Access
61740|CAIDA_class|Transit/Access
61741|CAIDA_class|Transit/Access
61742|peerDB_class|Content
61743|CAIDA_class|Transit/Access
61744|peerDB_class|Transit/Access
61745|peerDB_class|Transit/Access
61746|peerDB_class|Transit/Access
61748|peerDB_class|Transit/Access
61749|CAIDA_class|Enterprise
61750|CAIDA_class|Transit/Access
61751|peerDB_class|Transit/Access
61752|peerDB_class|Transit/Access
61753|peerDB_class|Transit/Access
61754|peerDB_class|Transit/Access
61755|CAIDA_class|Transit/Access
61756|CAIDA_class|Transit/Access
61757|CAIDA_class|Transit/Access
61758|peerDB_class|Transit/Access
61759|CAIDA_class|Transit/Access
61760|CAIDA_class|Enterprise
61761|peerDB_class|Transit/Access
61762|peerDB_class|Transit/Access
61763|peerDB_class|Transit/Access
61764|peerDB_class|Transit/Access
61765|CAIDA_class|Transit/Access
61766|CAIDA_class|Transit/Access
61767|CAIDA_class|Transit/Access
61768|peerDB_class|Transit/Access
61770|CAIDA_class|Transit/Access
61771|CAIDA_class|Transit/Access
61772|CAIDA_class|Transit/Access
61773|CAIDA_class|Transit/Access
61774|peerDB_class|Transit/Access
61775|peerDB_class|Transit/Access
61776|peerDB_class|Transit/Access
61778|CAIDA_class|Transit/Access
61779|CAIDA_class|Transit/Access
61782|CAIDA_class|Transit/Access
61784|peerDB_class|Transit/Access
61785|peerDB_class|Transit/Access
61786|peerDB_class|Transit/Access
61787|CAIDA_class|Transit/Access
61788|CAIDA_class|Transit/Access
61789|CAIDA_class|Transit/Access
61790|CAIDA_class|Transit/Access
61792|peerDB_class|Transit/Access
61793|CAIDA_class|Transit/Access
61794|peerDB_class|Transit/Access
61795|CAIDA_class|Transit/Access
61796|peerDB_class|Transit/Access
61797|peerDB_class|Enterprise
61798|peerDB_class|Transit/Access
61799|peerDB_class|Transit/Access
61800|CAIDA_class|Transit/Access
61801|CAIDA_class|Transit/Access
61802|peerDB_class|Transit/Access
61803|CAIDA_class|Transit/Access
61805|peerDB_class|Transit/Access
61806|CAIDA_class|Transit/Access
61807|CAIDA_class|Transit/Access
61808|CAIDA_class|Transit/Access
61810|peerDB_class|Transit/Access
61811|CAIDA_class|Transit/Access
61812|peerDB_class|Transit/Access
61813|CAIDA_class|Transit/Access
61814|CAIDA_class|Transit/Access
61816|peerDB_class|Transit/Access
61817|peerDB_class|Transit/Access
61818|CAIDA_class|Transit/Access
61819|CAIDA_class|Transit/Access
61820|peerDB_class|Transit/Access
61821|CAIDA_class|Transit/Access
61822|peerDB_class|Transit/Access
61823|CAIDA_class|Transit/Access
61824|CAIDA_class|Transit/Access
61825|CAIDA_class|Transit/Access
61826|peerDB_class|Transit/Access
61827|peerDB_class|Transit/Access
61828|peerDB_class|Transit/Access
61829|peerDB_class|Transit/Access
61830|CAIDA_class|Transit/Access
61831|CAIDA_class|Transit/Access
61832|peerDB_class|Transit/Access
61833|peerDB_class|Transit/Access
61834|peerDB_class|Transit/Access
61835|CAIDA_class|Transit/Access
61836|peerDB_class|Transit/Access
61837|CAIDA_class|Transit/Access
61838|CAIDA_class|Transit/Access
61839|CAIDA_class|Transit/Access
61840|CAIDA_class|Enterprise
61841|CAIDA_class|Enterprise
61842|peerDB_class|Transit/Access
61843|CAIDA_class|Enterprise
61844|peerDB_class|Transit/Access
61845|peerDB_class|Transit/Access
61846|CAIDA_class|Transit/Access
61847|CAIDA_class|Transit/Access
61849|CAIDA_class|Transit/Access
61850|CAIDA_class|Transit/Access
61851|CAIDA_class|Transit/Access
61852|CAIDA_class|Transit/Access
61853|CAIDA_class|Transit/Access
61854|CAIDA_class|Transit/Access
61855|CAIDA_class|Transit/Access
61856|CAIDA_class|Transit/Access
61857|CAIDA_class|Transit/Access
61858|CAIDA_class|Transit/Access
61859|CAIDA_class|Transit/Access
61862|peerDB_class|Transit/Access
61863|CAIDA_class|Transit/Access
61864|CAIDA_class|Transit/Access
61865|peerDB_class|Transit/Access
61866|CAIDA_class|Enterprise
61867|CAIDA_class|Transit/Access
61868|CAIDA_class|Transit/Access
61869|peerDB_class|Transit/Access
61870|CAIDA_class|Transit/Access
61871|peerDB_class|Transit/Access
61872|CAIDA_class|Transit/Access
61873|peerDB_class|Transit/Access
61874|CAIDA_class|Transit/Access
61876|peerDB_class|Transit/Access
61877|CAIDA_class|Transit/Access
61878|CAIDA_class|Transit/Access
61880|CAIDA_class|Transit/Access
61881|CAIDA_class|Enterprise
61882|peerDB_class|Enterprise
61883|CAIDA_class|Transit/Access
61884|peerDB_class|Transit/Access
61885|CAIDA_class|Transit/Access
61886|CAIDA_class|Transit/Access
61888|peerDB_class|Transit/Access
61889|peerDB_class|Enterprise
61890|peerDB_class|Transit/Access
61892|CAIDA_class|Enterprise
61893|peerDB_class|Transit/Access
61894|CAIDA_class|Transit/Access
61895|peerDB_class|Transit/Access
61896|CAIDA_class|Transit/Access
61897|CAIDA_class|Transit/Access
61898|peerDB_class|Transit/Access
61899|CAIDA_class|Transit/Access
61900|peerDB_class|Transit/Access
61901|peerDB_class|Transit/Access
61902|peerDB_class|Transit/Access
61903|CAIDA_class|Transit/Access
61904|CAIDA_class|Transit/Access
61905|CAIDA_class|Transit/Access
61906|peerDB_class|Transit/Access
61908|CAIDA_class|Transit/Access
61910|peerDB_class|Transit/Access
61911|CAIDA_class|Transit/Access
61912|CAIDA_class|Transit/Access
61913|peerDB_class|Transit/Access
61914|peerDB_class|Transit/Access
61915|CAIDA_class|Transit/Access
61916|CAIDA_class|Transit/Access
61917|peerDB_class|Transit/Access
61918|peerDB_class|Transit/Access
61919|peerDB_class|Content
61920|CAIDA_class|Transit/Access
61921|CAIDA_class|Transit/Access
61922|peerDB_class|Transit/Access
61923|peerDB_class|Transit/Access
61924|peerDB_class|Transit/Access
61925|CAIDA_class|Transit/Access
61928|peerDB_class|Transit/Access
61929|peerDB_class|Transit/Access
61930|CAIDA_class|Transit/Access
61931|CAIDA_class|Transit/Access
61932|CAIDA_class|Transit/Access
61933|CAIDA_class|Enterprise
61934|peerDB_class|Transit/Access
61935|peerDB_class|Transit/Access
61936|CAIDA_class|Transit/Access
61937|CAIDA_class|Transit/Access
61938|CAIDA_class|Transit/Access
61939|peerDB_class|Transit/Access
61940|peerDB_class|Transit/Access
61941|CAIDA_class|Transit/Access
61942|peerDB_class|Transit/Access
61943|peerDB_class|Transit/Access
61944|CAIDA_class|Transit/Access
61945|CAIDA_class|Transit/Access
61946|CAIDA_class|Enterprise
61947|CAIDA_class|Transit/Access
61948|peerDB_class|Transit/Access
61949|CAIDA_class|Transit/Access
61950|peerDB_class|Transit/Access
61951|peerDB_class|Transit/Access
61952|CAIDA_class|Transit/Access
61954|CAIDA_class|Transit/Access
61955|peerDB_class|Transit/Access
61956|CAIDA_class|Transit/Access
61958|peerDB_class|Transit/Access
61959|CAIDA_class|Enterprise
61960|CAIDA_class|Transit/Access
61961|CAIDA_class|Transit/Access
61962|CAIDA_class|Transit/Access
61963|CAIDA_class|Enterprise
61964|CAIDA_class|Transit/Access
61966|CAIDA_class|Content
61967|CAIDA_class|Transit/Access
61969|CAIDA_class|Content
61970|CAIDA_class|Transit/Access
61971|CAIDA_class|Enterprise
61975|CAIDA_class|Transit/Access
61976|CAIDA_class|Transit/Access
61977|CAIDA_class|Enterprise
61979|CAIDA_class|Transit/Access
61980|CAIDA_class|Enterprise
61981|CAIDA_class|Transit/Access
61982|CAIDA_class|Transit/Access
61983|CAIDA_class|Enterprise
61984|CAIDA_class|Transit/Access
61986|CAIDA_class|Transit/Access
61987|CAIDA_class|Transit/Access
61988|CAIDA_class|Enterprise
61989|CAIDA_class|Enterprise
61990|CAIDA_class|Transit/Access
61991|CAIDA_class|Enterprise
61993|CAIDA_class|Enterprise
61995|CAIDA_class|Transit/Access
61996|CAIDA_class|Transit/Access
61997|CAIDA_class|Enterprise
61998|peerDB_class|Content
61999|CAIDA_class|Transit/Access
62000|peerDB_class|Transit/Access
62001|CAIDA_class|Transit/Access
62002|CAIDA_class|Transit/Access
62003|CAIDA_class|Transit/Access
62004|CAIDA_class|Enterprise
62005|CAIDA_class|Transit/Access
62006|CAIDA_class|Transit/Access
62007|CAIDA_class|Transit/Access
62008|CAIDA_class|Transit/Access
62009|peerDB_class|Transit/Access
62010|CAIDA_class|Content
62011|CAIDA_class|Transit/Access
62012|CAIDA_class|Enterprise
62013|CAIDA_class|Enterprise
62014|peerDB_class|Content
62015|CAIDA_class|Transit/Access
62017|CAIDA_class|Enterprise
